Frage,Anzahl Trainingsfragen,Richtige Antwort,QAnswer-Antwort,Confidence,Precision,Recall,F-Score,Richtige Anzahl,QAnswer Anzahl,Schnittmenge
What are hospital information systems?,0,SELECT DISTINCT ?o1 WHERE { VALUES ?o1 { bb:HospitalInformationSystem } . },SELECT ?s0  WHERE { 		VALUES ?s0 { <http://www.snik.eu/ontology/bb/chapter4-2> }  },0.95,0,0.0,0,1,1, 0
What is meant by physical integration?,860,SELECT DISTINCT ?o1 WHERE { VALUES ?o1 { bb:PhysicalIntegration } . },SELECT DISTINCT ?s1 WHERE { 	 ?s1  <http://www.w3.org/2000/01/rdf-schema#subClassOf>  <http://www.snik.eu/ontology/bb/Integrity> .  }  LIMIT 1000,0.12,0,0.0,0,1,4, 0
What is meant by physical integration?,870,SELECT DISTINCT ?o1 WHERE { VALUES ?o1 { bb:PhysicalIntegration } . },SELECT DISTINCT ?s1 WHERE { 	 ?s1  <http://www.w3.org/2000/01/rdf-schema#subClassOf>  <http://www.snik.eu/ontology/bb/Integrity> .  }  LIMIT 1000,0.12,0,0.0,0,1,4, 0
What is meant by physical integration?,880,SELECT DISTINCT ?o1 WHERE { VALUES ?o1 { bb:PhysicalIntegration } . },SELECT DISTINCT ?s1 WHERE { 	 ?s1  <http://www.w3.org/2000/01/rdf-schema#subClassOf>  <http://www.snik.eu/ontology/bb/Integration> .  }  LIMIT 1000,0.1,0.125,1.0,0.2222222222222222,1,8, 1
What is meant by physical integration?,890,SELECT DISTINCT ?o1 WHERE { VALUES ?o1 { bb:PhysicalIntegration } . },SELECT DISTINCT ?s1 WHERE { 	 ?s1  <http://www.w3.org/2000/01/rdf-schema#subClassOf>  <http://www.snik.eu/ontology/bb/Integrity> .  }  LIMIT 1000,0.18,0,0.0,0,1,4, 0

What are the characteristics of  the quality of processes of HIS?,0,SELECT DISTINCT ?s1 WHERE { ?s1 rdfs:subClassOf bb:QualityOfHISProcesses . },SELECT ?s0  WHERE { 		VALUES ?s0 { <http://www.snik.eu/ontology/bb/chapter8-3> }  },0.27,0,0.0,0,5,1, 0
What are the characteristics of  the quality of processes of HIS?,10,SELECT DISTINCT ?s1 WHERE { ?s1 rdfs:subClassOf bb:QualityOfHISProcesses . },SELECT DISTINCT ?s1 WHERE { 	 ?s1  <http://www.w3.org/2000/01/rdf-schema#subClassOf>  <http://www.snik.eu/ontology/bb/Quality> .  }  LIMIT 1000,0.47,0,0.0,0,5,6, 0
What are the characteristics of  the quality of processes of HIS?,20,SELECT DISTINCT ?s1 WHERE { ?s1 rdfs:subClassOf bb:QualityOfHISProcesses . },SELECT DISTINCT ?s1 WHERE { 	 ?s1  <http://www.w3.org/2000/01/rdf-schema#subClassOf>  <http://www.snik.eu/ontology/bb/QualityOfProcesses> .  }  LIMIT 1000,0.41,0,0.0,0,5,1, 0
What are the characteristics of  the quality of processes of HIS?,30,SELECT DISTINCT ?s1 WHERE { ?s1 rdfs:subClassOf bb:QualityOfHISProcesses . },SELECT DISTINCT ?s1 WHERE { 	 ?s1  <http://www.w3.org/2000/01/rdf-schema#subClassOf>  <http://www.snik.eu/ontology/bb/QualityOfProcesses> .  }  LIMIT 1000,0.44,0,0.0,0,5,1, 0
What are the characteristics of  the quality of processes of HIS?,40,SELECT DISTINCT ?s1 WHERE { ?s1 rdfs:subClassOf bb:QualityOfHISProcesses . },SELECT DISTINCT ?s1 WHERE { 	 ?s1  <http://www.w3.org/2000/01/rdf-schema#subClassOf>  <http://www.snik.eu/ontology/bb/QualityOfProcesses> .  }  LIMIT 1000,0.31,0,0.0,0,5,1, 0
What are the characteristics of  the quality of processes of HIS?,50,SELECT DISTINCT ?s1 WHERE { ?s1 rdfs:subClassOf bb:QualityOfHISProcesses . },SELECT DISTINCT ?s1 WHERE { 	 ?s1  <http://www.w3.org/2000/01/rdf-schema#subClassOf>  <http://www.snik.eu/ontology/bb/QualityOfProcesses> .  }  LIMIT 1000,0.33,0,0.0,0,5,1, 0
What are the characteristics of  the quality of processes of HIS?,60,SELECT DISTINCT ?s1 WHERE { ?s1 rdfs:subClassOf bb:QualityOfHISProcesses . },SELECT DISTINCT ?s1 WHERE { 	 ?s1  <http://www.w3.org/2000/01/rdf-schema#subClassOf>  <http://www.snik.eu/ontology/bb/QualityOfProcesses> .  }  LIMIT 1000,0.5,0,0.0,0,5,1, 0
What are the characteristics of  the quality of processes of HIS?,70,SELECT DISTINCT ?s1 WHERE { ?s1 rdfs:subClassOf bb:QualityOfHISProcesses . },SELECT DISTINCT ?s1 WHERE { 	 ?s1  <http://www.w3.org/2000/01/rdf-schema#subClassOf>  <http://www.snik.eu/ontology/bb/Quality> .  }  LIMIT 1000,0.35,0,0.0,0,5,6, 0
What are the characteristics of  the quality of processes of HIS?,80,SELECT DISTINCT ?s1 WHERE { ?s1 rdfs:subClassOf bb:QualityOfHISProcesses . },SELECT DISTINCT ?s1 WHERE { 	 ?s1  <http://www.w3.org/2000/01/rdf-schema#subClassOf>  <http://www.snik.eu/ontology/bb/QualityOfProcesses> .  }  LIMIT 1000,0.3,0,0.0,0,5,1, 0
What are the characteristics of  the quality of processes of HIS?,90,SELECT DISTINCT ?s1 WHERE { ?s1 rdfs:subClassOf bb:QualityOfHISProcesses . },SELECT DISTINCT ?s1 WHERE { 	 ?s1  <http://www.w3.org/2000/01/rdf-schema#subClassOf>  <http://www.snik.eu/ontology/bb/HealthInformationSystem> .  }  LIMIT 1000,0.42,0,0.0,0,5,3, 0
What are the characteristics of  the quality of processes of HIS?,100,SELECT DISTINCT ?s1 WHERE { ?s1 rdfs:subClassOf bb:QualityOfHISProcesses . },SELECT DISTINCT ?s1 WHERE { 	 ?s1  <http://www.w3.org/2000/01/rdf-schema#subClassOf>  <http://www.snik.eu/ontology/bb/QualityOfProcesses> .  }  LIMIT 1000,0.27,0,0.0,0,5,1, 0
What are the characteristics of  the quality of processes of HIS?,110,SELECT DISTINCT ?s1 WHERE { ?s1 rdfs:subClassOf bb:QualityOfHISProcesses . },SELECT DISTINCT ?s1 WHERE { 	 ?s1  <http://www.w3.org/2000/01/rdf-schema#subClassOf>  <http://www.snik.eu/ontology/bb/QualityOfProcesses> .  }  LIMIT 1000,0.21,0,0.0,0,5,1, 0
What are the characteristics of  the quality of processes of HIS?,120,SELECT DISTINCT ?s1 WHERE { ?s1 rdfs:subClassOf bb:QualityOfHISProcesses . },SELECT DISTINCT ?s1 WHERE { 	 ?s1  <http://www.w3.org/2000/01/rdf-schema#subClassOf>  <http://www.snik.eu/ontology/bb/QualityOfProcesses> .  }  LIMIT 1000,0.18,0,0.0,0,5,1, 0
What are the characteristics of  the quality of processes of HIS?,130,SELECT DISTINCT ?s1 WHERE { ?s1 rdfs:subClassOf bb:QualityOfHISProcesses . },SELECT DISTINCT ?s1 WHERE { 	 ?s1  <http://www.w3.org/2000/01/rdf-schema#subClassOf>  <http://www.snik.eu/ontology/bb/QualityOfProcesses> .  }  LIMIT 1000,0.23,0,0.0,0,5,1, 0
What are the characteristics of  the quality of processes of HIS?,140,SELECT DISTINCT ?s1 WHERE { ?s1 rdfs:subClassOf bb:QualityOfHISProcesses . },SELECT DISTINCT ?s1 WHERE { 	 ?s1  <http://www.w3.org/2000/01/rdf-schema#subClassOf>  <http://www.snik.eu/ontology/bb/Quality> .  }  LIMIT 1000,0.14,0,0.0,0,5,6, 0
What are the characteristics of  the quality of processes of HIS?,150,SELECT DISTINCT ?s1 WHERE { ?s1 rdfs:subClassOf bb:QualityOfHISProcesses . },SELECT DISTINCT ?s1 WHERE { 	 ?s1  <http://www.w3.org/2000/01/rdf-schema#subClassOf>  <http://www.snik.eu/ontology/bb/QualityOfProcesses> .  }  LIMIT 1000,0.2,0,0.0,0,5,1, 0
What are the characteristics of  the quality of processes of HIS?,160,SELECT DISTINCT ?s1 WHERE { ?s1 rdfs:subClassOf bb:QualityOfHISProcesses . },SELECT DISTINCT ?s1 WHERE { 	 ?s1  <http://www.w3.org/2000/01/rdf-schema#subClassOf>  <http://www.snik.eu/ontology/bb/QualityOfProcesses> .  }  LIMIT 1000,0.14,0,0.0,0,5,1, 0
What are the characteristics of  the quality of processes of HIS?,170,SELECT DISTINCT ?s1 WHERE { ?s1 rdfs:subClassOf bb:QualityOfHISProcesses . },SELECT DISTINCT ?s1 WHERE { 	 ?s1  <http://www.w3.org/2000/01/rdf-schema#subClassOf>  <http://www.snik.eu/ontology/bb/QualityOfProcesses> .  }  LIMIT 1000,0.23,0,0.0,0,5,1, 0
What are the characteristics of  the quality of processes of HIS?,180,SELECT DISTINCT ?s1 WHERE { ?s1 rdfs:subClassOf bb:QualityOfHISProcesses . },SELECT DISTINCT ?s1 WHERE { 	 ?s1  <http://www.w3.org/2000/01/rdf-schema#subClassOf>  <http://www.snik.eu/ontology/bb/QualityOfProcesses> .  }  LIMIT 1000,0.22,0,0.0,0,5,1, 0
What are the characteristics of  the quality of processes of HIS?,190,SELECT DISTINCT ?s1 WHERE { ?s1 rdfs:subClassOf bb:QualityOfHISProcesses . },SELECT DISTINCT ?s1 WHERE { 	 ?s1  <http://www.w3.org/2000/01/rdf-schema#subClassOf>  <http://www.snik.eu/ontology/bb/QualityOfProcesses> .  }  LIMIT 1000,0.17,0,0.0,0,5,1, 0
What are the characteristics of  the quality of processes of HIS?,200,SELECT DISTINCT ?s1 WHERE { ?s1 rdfs:subClassOf bb:QualityOfHISProcesses . },SELECT DISTINCT ?s1 WHERE { 	 ?s1  <http://www.w3.org/2000/01/rdf-schema#subClassOf>  <http://www.snik.eu/ontology/bb/QualityOfProcesses> .  }  LIMIT 1000,0.24,0,0.0,0,5,1, 0
What are the characteristics of  the quality of processes of HIS?,210,SELECT DISTINCT ?s1 WHERE { ?s1 rdfs:subClassOf bb:QualityOfHISProcesses . },SELECT DISTINCT ?s1 WHERE { 	 ?s1  <http://www.w3.org/2000/01/rdf-schema#subClassOf>  <http://www.snik.eu/ontology/bb/QualityOfProcesses> .  }  LIMIT 1000,0.17,0,0.0,0,5,1, 0
What are the characteristics of  the quality of processes of HIS?,220,SELECT DISTINCT ?s1 WHERE { ?s1 rdfs:subClassOf bb:QualityOfHISProcesses . },SELECT DISTINCT ?o1 WHERE { 	 <http://www.snik.eu/ontology/bb/QualityOfProcesses>  <http://www.w3.org/2000/01/rdf-schema#subClassOf>  ?o1 .  }  LIMIT 1000,0.1,0,0.0,0,5,1, 0
What are the characteristics of  the quality of processes of HIS?,230,SELECT DISTINCT ?s1 WHERE { ?s1 rdfs:subClassOf bb:QualityOfHISProcesses . },SELECT DISTINCT ?o1 WHERE { 	 <http://www.snik.eu/ontology/bb/QualityOfProcesses>  <http://www.w3.org/2000/01/rdf-schema#subClassOf>  ?o1 .  }  LIMIT 1000,0.09,0,0.0,0,5,1, 0
What are the characteristics of  the quality of processes of HIS?,240,SELECT DISTINCT ?s1 WHERE { ?s1 rdfs:subClassOf bb:QualityOfHISProcesses . },SELECT DISTINCT ?s1 WHERE { 	 ?s1  <http://www.w3.org/2000/01/rdf-schema#subClassOf>  <http://www.snik.eu/ontology/bb/QualityOfProcesses> .  }  LIMIT 1000,0.13,0,0.0,0,5,1, 0
What are the characteristics of  the quality of processes of HIS?,250,SELECT DISTINCT ?s1 WHERE { ?s1 rdfs:subClassOf bb:QualityOfHISProcesses . },SELECT DISTINCT ?s1 WHERE { 	 ?s1  <http://www.w3.org/2000/01/rdf-schema#subClassOf>  <http://www.snik.eu/ontology/bb/QualityOfProcesses> .  }  LIMIT 1000,0.18,0,0.0,0,5,1, 0
What are the characteristics of  the quality of processes of HIS?,260,SELECT DISTINCT ?s1 WHERE { ?s1 rdfs:subClassOf bb:QualityOfHISProcesses . },SELECT DISTINCT ?s1 WHERE { 	 ?s1  <http://www.w3.org/2000/01/rdf-schema#subClassOf>  <http://www.snik.eu/ontology/bb/QualityOfProcesses> .  }  LIMIT 1000,0.17,0,0.0,0,5,1, 0
What are the characteristics of  the quality of processes of HIS?,270,SELECT DISTINCT ?s1 WHERE { ?s1 rdfs:subClassOf bb:QualityOfHISProcesses . },SELECT DISTINCT ?s1 WHERE { 	 ?s1  <http://www.w3.org/2000/01/rdf-schema#subClassOf>  <http://www.snik.eu/ontology/bb/HealthInformationSystem> .  }  LIMIT 1000,0.12,0,0.0,0,5,3, 0
What are the characteristics of  the quality of processes of HIS?,280,SELECT DISTINCT ?s1 WHERE { ?s1 rdfs:subClassOf bb:QualityOfHISProcesses . },SELECT DISTINCT ?s1 WHERE { 	 ?s1  <http://www.w3.org/2000/01/rdf-schema#subClassOf>  <http://www.snik.eu/ontology/bb/QualityOfProcesses> .  }  LIMIT 1000,0.16,0,0.0,0,5,1, 0
What are the characteristics of  the quality of processes of HIS?,290,SELECT DISTINCT ?s1 WHERE { ?s1 rdfs:subClassOf bb:QualityOfHISProcesses . },SELECT DISTINCT ?s1 WHERE { 	 ?s1  <http://www.w3.org/2000/01/rdf-schema#subClassOf>  <http://www.snik.eu/ontology/bb/QualityOfProcesses> .  }  LIMIT 1000,0.17,0,0.0,0,5,1, 0
What are the characteristics of  the quality of processes of HIS?,300,SELECT DISTINCT ?s1 WHERE { ?s1 rdfs:subClassOf bb:QualityOfHISProcesses . },SELECT DISTINCT ?s1 WHERE { 	 ?s1  <http://www.w3.org/2000/01/rdf-schema#subClassOf>  <http://www.snik.eu/ontology/bb/QualityOfProcesses> .  }  LIMIT 1000,0.11,0,0.0,0,5,1, 0
What are the characteristics of  the quality of processes of HIS?,310,SELECT DISTINCT ?s1 WHERE { ?s1 rdfs:subClassOf bb:QualityOfHISProcesses . },SELECT DISTINCT ?s1 WHERE { 	 ?s1  <http://www.w3.org/2000/01/rdf-schema#subClassOf>  <http://www.snik.eu/ontology/bb/QualityOfProcesses> .  }  LIMIT 1000,0.15,0,0.0,0,5,1, 0
What are the characteristics of  the quality of processes of HIS?,320,SELECT DISTINCT ?s1 WHERE { ?s1 rdfs:subClassOf bb:QualityOfHISProcesses . },SELECT DISTINCT ?s1 WHERE { 	 ?s1  <http://www.w3.org/2000/01/rdf-schema#subClassOf>  <http://www.snik.eu/ontology/bb/QualityOfProcesses> .  }  LIMIT 1000,0.2,0,0.0,0,5,1, 0
What are the characteristics of  the quality of processes of HIS?,330,SELECT DISTINCT ?s1 WHERE { ?s1 rdfs:subClassOf bb:QualityOfHISProcesses . },SELECT DISTINCT ?s1 WHERE { 	 ?s1  <http://www.w3.org/2000/01/rdf-schema#subClassOf>  <http://www.snik.eu/ontology/bb/QualityOfProcesses> .  }  LIMIT 1000,0.16,0,0.0,0,5,1, 0
What are the characteristics of  the quality of processes of HIS?,340,SELECT DISTINCT ?s1 WHERE { ?s1 rdfs:subClassOf bb:QualityOfHISProcesses . },SELECT DISTINCT ?s1 WHERE { 	 ?s1  <http://www.w3.org/2000/01/rdf-schema#subClassOf>  <http://www.snik.eu/ontology/bb/QualityOfProcesses> .  }  LIMIT 1000,0.19,0,0.0,0,5,1, 0
What are the characteristics of  the quality of processes of HIS?,350,SELECT DISTINCT ?s1 WHERE { ?s1 rdfs:subClassOf bb:QualityOfHISProcesses . },SELECT DISTINCT ?s1 WHERE { 	 ?s1  <http://www.w3.org/2000/01/rdf-schema#subClassOf>  <http://www.snik.eu/ontology/bb/QualityOfProcesses> .  }  LIMIT 1000,0.13,0,0.0,0,5,1, 0
What are the characteristics of  the quality of processes of HIS?,360,SELECT DISTINCT ?s1 WHERE { ?s1 rdfs:subClassOf bb:QualityOfHISProcesses . },SELECT DISTINCT ?s1 WHERE { 	 ?s1  <http://www.w3.org/2000/01/rdf-schema#subClassOf>  <http://www.snik.eu/ontology/bb/QualityOfProcesses> .  }  LIMIT 1000,0.15,0,0.0,0,5,1, 0
What are the characteristics of  the quality of processes of HIS?,370,SELECT DISTINCT ?s1 WHERE { ?s1 rdfs:subClassOf bb:QualityOfHISProcesses . },SELECT DISTINCT ?s1 WHERE { 	 ?s1  <http://www.w3.org/2000/01/rdf-schema#subClassOf>  <http://www.snik.eu/ontology/bb/QualityOfProcesses> .  }  LIMIT 1000,0.26,0,0.0,0,5,1, 0
What are the characteristics of  the quality of processes of HIS?,380,SELECT DISTINCT ?s1 WHERE { ?s1 rdfs:subClassOf bb:QualityOfHISProcesses . },SELECT DISTINCT ?s1 WHERE { 	 ?s1  <http://www.w3.org/2000/01/rdf-schema#subClassOf>  <http://www.snik.eu/ontology/bb/QualityOfProcesses> .  }  LIMIT 1000,0.15,0,0.0,0,5,1, 0
What are the characteristics of  the quality of processes of HIS?,390,SELECT DISTINCT ?s1 WHERE { ?s1 rdfs:subClassOf bb:QualityOfHISProcesses . },SELECT DISTINCT ?s1 WHERE { 	 ?s1  <http://www.w3.org/2000/01/rdf-schema#subClassOf>  <http://www.snik.eu/ontology/bb/QualityOfProcesses> .  }  LIMIT 1000,0.22,0,0.0,0,5,1, 0
What are the characteristics of  the quality of processes of HIS?,400,SELECT DISTINCT ?s1 WHERE { ?s1 rdfs:subClassOf bb:QualityOfHISProcesses . },SELECT DISTINCT ?s1 WHERE { 	 ?s1  <http://www.w3.org/2000/01/rdf-schema#subClassOf>  <http://www.snik.eu/ontology/bb/QualityOfProcesses> .  }  LIMIT 1000,0.13,0,0.0,0,5,1, 0
What are the characteristics of  the quality of processes of HIS?,410,SELECT DISTINCT ?s1 WHERE { ?s1 rdfs:subClassOf bb:QualityOfHISProcesses . },SELECT DISTINCT ?s1 WHERE { 	 ?s1  <http://www.w3.org/2000/01/rdf-schema#subClassOf>  <http://www.snik.eu/ontology/bb/QualityOfProcesses> .  }  LIMIT 1000,0.19,0,0.0,0,5,1, 0
What are the characteristics of  the quality of processes of HIS?,420,SELECT DISTINCT ?s1 WHERE { ?s1 rdfs:subClassOf bb:QualityOfHISProcesses . },SELECT DISTINCT ?s1 WHERE { 	 ?s1  <http://www.w3.org/2000/01/rdf-schema#subClassOf>  <http://www.snik.eu/ontology/bb/QualityOfProcesses> .  }  LIMIT 1000,0.11,0,0.0,0,5,1, 0
What are the characteristics of  the quality of processes of HIS?,430,SELECT DISTINCT ?s1 WHERE { ?s1 rdfs:subClassOf bb:QualityOfHISProcesses . },SELECT DISTINCT ?s1 WHERE { 	 ?s1  <http://www.w3.org/2000/01/rdf-schema#subClassOf>  <http://www.snik.eu/ontology/bb/QualityOfProcesses> .  }  LIMIT 1000,0.21,0,0.0,0,5,1, 0
What are the characteristics of  the quality of processes of HIS?,440,SELECT DISTINCT ?s1 WHERE { ?s1 rdfs:subClassOf bb:QualityOfHISProcesses . },SELECT DISTINCT ?s1 WHERE { 	 ?s1  <http://www.w3.org/2000/01/rdf-schema#subClassOf>  <http://www.snik.eu/ontology/bb/QualityOfProcesses> .  }  LIMIT 1000,0.17,0,0.0,0,5,1, 0
What are the characteristics of  the quality of processes of HIS?,450,SELECT DISTINCT ?s1 WHERE { ?s1 rdfs:subClassOf bb:QualityOfHISProcesses . },SELECT DISTINCT ?s1 WHERE { 	 ?s1  <http://www.w3.org/2000/01/rdf-schema#subClassOf>  <http://www.snik.eu/ontology/bb/QualityOfProcesses> .  }  LIMIT 1000,0.16,0,0.0,0,5,1, 0
What are the characteristics of  the quality of processes of HIS?,460,SELECT DISTINCT ?s1 WHERE { ?s1 rdfs:subClassOf bb:QualityOfHISProcesses . },SELECT DISTINCT ?s1 WHERE { 	 ?s1  <http://www.w3.org/2000/01/rdf-schema#subClassOf>  <http://www.snik.eu/ontology/bb/QualityOfProcesses> .  }  LIMIT 1000,0.14,0,0.0,0,5,1, 0
What are the characteristics of  the quality of processes of HIS?,470,SELECT DISTINCT ?s1 WHERE { ?s1 rdfs:subClassOf bb:QualityOfHISProcesses . },SELECT DISTINCT ?s1 WHERE { 	 ?s1  <http://www.w3.org/2000/01/rdf-schema#subClassOf>  <http://www.snik.eu/ontology/bb/QualityOfProcesses> .  }  LIMIT 1000,0.2,0,0.0,0,5,1, 0
What are the characteristics of  the quality of processes of HIS?,480,SELECT DISTINCT ?s1 WHERE { ?s1 rdfs:subClassOf bb:QualityOfHISProcesses . },SELECT DISTINCT ?o1 WHERE { 	 <http://www.snik.eu/ontology/bb/QualityOfProcesses>  <http://www.w3.org/2000/01/rdf-schema#subClassOf>  ?o1 .  }  LIMIT 1000,0.08,0,0.0,0,5,1, 0
What are the characteristics of  the quality of processes of HIS?,490,SELECT DISTINCT ?s1 WHERE { ?s1 rdfs:subClassOf bb:QualityOfHISProcesses . },SELECT DISTINCT ?o1 WHERE { 	 <http://www.snik.eu/ontology/bb/Quality>  <http://www.w3.org/2000/01/rdf-schema#subClassOf>  ?o1 .  }  LIMIT 1000,0.12,0,0.0,0,5,1, 0
What are the characteristics of  the quality of processes of HIS?,500,SELECT DISTINCT ?s1 WHERE { ?s1 rdfs:subClassOf bb:QualityOfHISProcesses . },SELECT DISTINCT ?s1 WHERE { 	 ?s1  <http://www.w3.org/2000/01/rdf-schema#subClassOf>  <http://www.snik.eu/ontology/bb/QualityOfProcesses> .  }  LIMIT 1000,0.16,0,0.0,0,5,1, 0
What are the characteristics of  the quality of processes of HIS?,510,SELECT DISTINCT ?s1 WHERE { ?s1 rdfs:subClassOf bb:QualityOfHISProcesses . },SELECT DISTINCT ?o1 WHERE { 	 <http://www.snik.eu/ontology/bb/chapter8-3>  <http://www.w3.org/1999/02/22-rdf-syntax-ns#type>  ?o1 .  }  LIMIT 1000,0.05,0,0.0,0,5,1, 0
What are the characteristics of  the quality of processes of HIS?,520,SELECT DISTINCT ?s1 WHERE { ?s1 rdfs:subClassOf bb:QualityOfHISProcesses . },SELECT DISTINCT ?s1 ?o2 WHERE { 	 ?s1  <http://www.w3.org/2000/01/rdf-schema#subClassOf>  <http://www.snik.eu/ontology/bb/QualityOfProcesses> . 	 ?s1  <http://www.w3.org/2000/01/rdf-schema#subClassOf>  ?o2 .  }  LIMIT 1000,0.01,0,0.0,0,5,2, 0
What are the characteristics of  the quality of processes of HIS?,530,SELECT DISTINCT ?s1 WHERE { ?s1 rdfs:subClassOf bb:QualityOfHISProcesses . },SELECT DISTINCT ?s1 WHERE { 	 ?s1  <http://www.w3.org/2000/01/rdf-schema#subClassOf>  <http://www.snik.eu/ontology/bb/QualityOfProcesses> .  }  LIMIT 1000,0.17,0,0.0,0,5,1, 0
What are the characteristics of  the quality of processes of HIS?,540,SELECT DISTINCT ?s1 WHERE { ?s1 rdfs:subClassOf bb:QualityOfHISProcesses . },SELECT DISTINCT ?s1 WHERE { 	 ?s1  ?p1  <http://www.snik.eu/ontology/bb/QualityOfProcesses> .  }  LIMIT 1000,0.05,0,0.0,0,5,5, 0
What are the characteristics of  the quality of processes of HIS?,550,SELECT DISTINCT ?s1 WHERE { ?s1 rdfs:subClassOf bb:QualityOfHISProcesses . },SELECT DISTINCT ?o1 WHERE { 	 <http://www.snik.eu/ontology/bb/Quality>  <http://www.w3.org/1999/02/22-rdf-syntax-ns#type>  ?o1 .  }  LIMIT 1000,0.05,0,0.0,0,5,1, 0
What are the characteristics of  the quality of processes of HIS?,560,SELECT DISTINCT ?s1 WHERE { ?s1 rdfs:subClassOf bb:QualityOfHISProcesses . },SELECT DISTINCT ?s1 WHERE { 	 ?s1  <http://www.w3.org/2000/01/rdf-schema#subClassOf>  <http://www.snik.eu/ontology/bb/QualityOfProcesses> .  }  LIMIT 1000,0.11,0,0.0,0,5,1, 0
What are the characteristics of  the quality of processes of HIS?,570,SELECT DISTINCT ?s1 WHERE { ?s1 rdfs:subClassOf bb:QualityOfHISProcesses . },SELECT DISTINCT ?s1 WHERE { 	 ?s1  <http://www.w3.org/2000/01/rdf-schema#subClassOf>  <http://www.snik.eu/ontology/bb/QualityOfProcesses> .  }  LIMIT 1000,0.18,0,0.0,0,5,1, 0
What are the characteristics of  the quality of processes of HIS?,580,SELECT DISTINCT ?s1 WHERE { ?s1 rdfs:subClassOf bb:QualityOfHISProcesses . },SELECT DISTINCT ?o1 WHERE { 	 <http://www.snik.eu/ontology/bb/QualityOfProcesses>  <http://www.w3.org/2000/01/rdf-schema#subClassOf>  ?o1 .  }  LIMIT 1000,0.09,0,0.0,0,5,1, 0
What are the characteristics of  the quality of processes of HIS?,590,SELECT DISTINCT ?s1 WHERE { ?s1 rdfs:subClassOf bb:QualityOfHISProcesses . },SELECT DISTINCT ?o1 WHERE { 	 <http://www.snik.eu/ontology/bb/chapter8-3>  ?p1  ?o1 . 	 ?o1  ?p2  <http://www.snik.eu/ontology/bb/HospitalInformationSystem> .  }  LIMIT 1000,0.04,0,0.0,0,5,1, 0
What are the characteristics of  the quality of processes of HIS?,600,SELECT DISTINCT ?s1 WHERE { ?s1 rdfs:subClassOf bb:QualityOfHISProcesses . },SELECT DISTINCT ?s1 WHERE { 	 ?s1  <http://www.w3.org/2000/01/rdf-schema#subClassOf>  <http://www.snik.eu/ontology/bb/QualityOfProcesses> .  }  LIMIT 1000,0.12,0,0.0,0,5,1, 0
What are the characteristics of  the quality of processes of HIS?,610,SELECT DISTINCT ?s1 WHERE { ?s1 rdfs:subClassOf bb:QualityOfHISProcesses . },SELECT DISTINCT ?s1 WHERE { 	 ?s1  <http://www.w3.org/2000/01/rdf-schema#subClassOf>  <http://www.snik.eu/ontology/bb/Quality> .  }  LIMIT 1000,0.16,0,0.0,0,5,6, 0
What are the characteristics of  the quality of processes of HIS?,620,SELECT DISTINCT ?s1 WHERE { ?s1 rdfs:subClassOf bb:QualityOfHISProcesses . },SELECT DISTINCT ?s1 WHERE { 	 ?s1  <http://www.w3.org/2000/01/rdf-schema#subClassOf>  <http://www.snik.eu/ontology/bb/QualityOfProcesses> .  }  LIMIT 1000,0.14,0,0.0,0,5,1, 0
What are the characteristics of  the quality of processes of HIS?,630,SELECT DISTINCT ?s1 WHERE { ?s1 rdfs:subClassOf bb:QualityOfHISProcesses . },SELECT DISTINCT ?s1 WHERE { 	 ?s1  ?p1  <http://www.snik.eu/ontology/bb/QualityOfProcesses> .  }  LIMIT 1000,0.06,0,0.0,0,5,5, 0
What are the characteristics of  the quality of processes of HIS?,640,SELECT DISTINCT ?s1 WHERE { ?s1 rdfs:subClassOf bb:QualityOfHISProcesses . },SELECT DISTINCT ?s1 WHERE { 	 ?s1  <http://www.w3.org/2000/01/rdf-schema#subClassOf>  <http://www.snik.eu/ontology/bb/QualityOfProcesses> .  }  LIMIT 1000,0.14,0,0.0,0,5,1, 0
What are the characteristics of  the quality of processes of HIS?,650,SELECT DISTINCT ?s1 WHERE { ?s1 rdfs:subClassOf bb:QualityOfHISProcesses . },SELECT DISTINCT ?s1 WHERE { 	 ?s1  <http://www.w3.org/2000/01/rdf-schema#subClassOf>  <http://www.snik.eu/ontology/bb/QualityOfProcesses> .  }  LIMIT 1000,0.18,0,0.0,0,5,1, 0
What are the characteristics of  the quality of processes of HIS?,660,SELECT DISTINCT ?s1 WHERE { ?s1 rdfs:subClassOf bb:QualityOfHISProcesses . },SELECT DISTINCT ?s1 WHERE { 	 ?s1  <http://www.w3.org/2000/01/rdf-schema#subClassOf>  <http://www.snik.eu/ontology/bb/QualityOfProcesses> .  }  LIMIT 1000,0.07,0,0.0,0,5,1, 0
What are the characteristics of  the quality of processes of HIS?,670,SELECT DISTINCT ?s1 WHERE { ?s1 rdfs:subClassOf bb:QualityOfHISProcesses . },SELECT DISTINCT ?s1 WHERE { 	 ?s1  <http://www.w3.org/2000/01/rdf-schema#subClassOf>  <http://www.snik.eu/ontology/bb/QualityOfProcesses> .  }  LIMIT 1000,0.13,0,0.0,0,5,1, 0
